Country_A,Port_A,Country_B,Port_B,Distance,Route,Time,Price_Per_Container,Price_Per_kg
Norway,Oslo,Malaysia,Johor,8818,SUEZ CANAL,36 days 18 hours,4155.6447088736,0.13852149029578667
Norway,Oslo,Philippines,Manila,10134,SUEZ CANAL,42 days 05 hours,4775.8339169568,0.15919446389855998
Norway,Oslo,Colombia,Cartagena,4876,DIRECT,20 days 08 hours,2297.9046949952003,0.07659682316650668
Norway,Oslo,Finland,Helsinki,819,DIRECT,3 days 10 hours,385.9688156688,0.01286562718896
Norway,Oslo,Egypt,Alexandria,3664,STRAIT OF GIBRALTAR,15 days 06 hours,1726.7274000128,0.05755758000042667
Norway,Oslo,Portugal,Lisbon,1591,DIRECT,6 days 15 hours,749.7880167632001,0.024992933892106668
Norway,Oslo,Romania,Constantza,3862,STRAIT OF GIBRALTAR,16 days 02 hours,1820.0385422624001,0.06066795140874667
Norway,Oslo,New Zealand,Auckland,11617,PANAMA CANAL,48 days 10 hours,5474.7249470384,0.18249083156794668
Norway,Oslo,Greece,Piraeus,3347,STRAIT OF GIBRALTAR,13 days 23 hours,1577.3353187344,0.052577843957813335
Norway,Oslo,Peru,Callao,6442,PANAMA CANAL,26 days 20 hours,3035.9110018784,0.10119703339594667
Norway,Oslo,Vietnam,Saigon,9439,SUEZ CANAL,39 days 08 hours,4448.3023822928,0.14827674607642666
United Arab Emirates,Dubai,Nigeria,Lagos,7309,CAPE OF GOOD HOPE,30 days 11 hours,3444.5007005168,0.11481669001722666
United Arab Emirates,Dubai,Israel,Haifa,3060,SUEZ CANAL,12 days 18 hours,1442.081289312,0.0480693763104
United Arab Emirates,Dubai,South Africa,Durban,3964,DIRECT,16 days 12 hours,1868.1079185728001,0.06227026395242667
United Arab Emirates,Dubai,Hong Kong,Hong Kong,4890,DIRECT,20 days 09 hours,2304.502452528,0.0768167484176
United Arab Emirates,Dubai,Ireland,Dublin,6000,SUEZ CANAL,25 days 00 hours,2827.6103712,0.09425367904
United Arab Emirates,Dubai,Singapore,Singapore,3430,DIRECT,14 days 07 hours,1616.450595536,0.05388168651786667
United Arab Emirates,Dubai,Malaysia,Johor,3455,DIRECT,14 days 10 hours,1628.2323054160001,0.05427441018053334
United Arab Emirates,Dubai,Philippines,Manila,4771,DIRECT,19 days 21 hours,2248.4215134992,0.07494738378330666
United Arab Emirates,Dubai,Colombia,Cartagena,8903,SUEZ CANAL,37 days 02 hours,4195.7025224656,0.13985675074885334
United Arab Emirates,Dubai,Finland,Helsinki,7266,SUEZ CANAL,30 days 07 hours,3424.2361595232,0.11414120531744
United Arab Emirates,Dubai,Egypt,Alexandria,3047,SUEZ CANAL,12 days 17 hours,1435.9548001744001,0.04786516000581334
United Arab Emirates,Dubai,Portugal,Lisbon,5103,SUEZ CANAL,21 days 06 hours,2404.8826207056,0.08016275402352
United Arab Emirates,Dubai,Romania,Constantza,3873,SUEZ CANAL,16 days 03 hours,1825.2224946096,0.06084074982032
United Arab Emirates,Dubai,New Zealand,Auckland,8067,DIRECT,33 days 15 hours,3801.7221440784,0.12672407146928
United Arab Emirates,Dubai,Greece,Piraeus,3484,SUEZ CANAL,14 days 12 hours,1641.8990888768,0.05472996962922667
United Arab Emirates,Dubai,Peru,Callao,13366,DIRECT,55 days 17 hours,6298.9733702432,0.20996577900810667
United Arab Emirates,Dubai,Vietnam,Saigon,4076,DIRECT,17 days 00 hours,1920.8899788352,0.06402966596117333
Nigeria,Lagos,Israel,Haifa,5094,STRAIT OF GIBRALTAR,21 days 05 hours,2400.6412051488,0.08002137350496
Nigeria,Lagos,South Africa,Durban,3355,CAPE OF GOOD HOPE,14 days 00 hours,1581.1054658960002,0.05270351552986667
Nigeria,Lagos,Hong Kong,Hong Kong,9472,CAPE OF GOOD HOPE,39 days 11 hours,4463.8542393344005,0.14879514131114668
Nigeria,Lagos,Ireland,Dublin,4004,DIRECT,16 days 16 hours,1886.9586543808,0.06289862181269333
Nigeria,Lagos,Singapore,Singapore,8166,CAPE OF GOOD HOPE,34 days 01 hours,3848.3777152032003,0.12827925717344002
Nigeria,Lagos,Malaysia,Johor,8191,CAPE OF GOOD HOPE,34 days 03 hours,3860.1594250832004,0.12867198083610668
Nigeria,Lagos,Philippines,Manila,9246,CAPE OF GOOD HOPE,38 days 13 hours,4357.3475820192,0.14524491940064
Nigeria,Lagos,Colombia,Cartagena,4798,DIRECT,20 days 00 hours,2261.1457601696,0.07537152533898667
Nigeria,Lagos,Finland,Helsinki,5272,DIRECT,21 days 23 hours,2484.5269794944,0.08281756598314667
Nigeria,Lagos,Egypt,Alexandria,4892,STRAIT OF GIBRALTAR,20 days 09 hours,2305.4449893184,0.07684816631061334
Nigeria,Lagos,Portugal,Lisbon,3133,DIRECT,13 days 01 hours,1476.4838821616001,0.04921612940538667
Nigeria,Lagos,Romania,Constantza,5090,STRAIT OF GIBRALTAR,21 days 05 hours,2398.756131568,0.07995853771893334
Nigeria,Lagos,New Zealand,Auckland,9924,STRAIT OF MAGELLAN,41 days 08 hours,4676.8675539648,0.15589558513216
Nigeria,Lagos,Greece,Piraeus,4575,STRAIT OF GIBRALTAR,19 days 02 hours,2156.05290804,0.07186843026800001
Nigeria,Lagos,Peru,Callao,6412,PANAMA CANAL,26 days 17 hours,3021.7729500224,0.10072576500074666
Nigeria,Lagos,Vietnam,Saigon,8716,CAPE OF GOOD HOPE,36 days 08 hours,4107.5753325632,0.13691917775210669
Israel,Haifa,South Africa,Durban,4725,SUEZ CANAL,19 days 17 hours,2226.74316732,0.074224772244
Israel,Haifa,Hong Kong,Hong Kong,6643,SUEZ CANAL,27 days 16 hours,3130.6359493136,0.10435453164378668
Israel,Haifa,Ireland,Dublin,3196,STRAIT OF GIBRALTAR,13 days 08 hours,1506.1737910592,0.05020579303530667
Israel,Haifa,Singapore,Singapore,5183,SUEZ CANAL,21 days 14 hours,2442.5840923216,0.08141946974405334
Israel,Haifa,Malaysia,Johor,5208,SUEZ CANAL,21 days 17 hours,2454.3658022016,0.08181219340672001
Israel,Haifa,Philippines,Manila,6524,SUEZ CANAL,27 days 04 hours,3074.5550102848,0.10248516700949334
Israel,Haifa,Colombia,Cartagena,6099,STRAIT OF GIBRALTAR,25 days 10 hours,2874.2659423248,0.09580886474416
Israel,Haifa,Finland,Helsinki,4462,STRAIT OF GIBRALTAR,18 days 14 hours,2102.7995793824,0.07009331931274668
Israel,Haifa,Egypt,Alexandria,292,DIRECT,1 day 05 hours,137.61037139840002,0.0045870123799466676
Israel,Haifa,Portugal,Lisbon,2299,STRAIT OF GIBRALTAR,9 days 14 hours,1083.4460405648001,0.03611486801882667
Israel,Haifa,Romania,Constantza,1012,DIRECT,4 days 05 hours,476.92361594240003,0.01589745386474667
Israel,Haifa,New Zealand,Auckland,9527,SUEZ CANAL,39 days 17 hours,4489.7740010704,0.14965913336901335
Israel,Haifa,Greece,Piraeus,642,DIRECT,2 days 16 hours,302.5543097184,0.01008514365728
Israel,Haifa,Peru,Callao,7704,PANAMA CANAL,32 days 02 hours,3630.6517166208,0.12102172388736
Israel,Haifa,Vietnam,Saigon,5829,SUEZ CANAL,24 days 07 hours,2747.0234756208,0.09156744918736
South Africa,Durban,Hong Kong,Hong Kong,6233,DIRECT,25 days 23 hours,2937.4159072816,0.09791386357605333
South Africa,Durban,Ireland,Dublin,6777,CAPE OF GOOD HOPE,28 days 06 hours,3193.7859142704,0.10645953047568
South Africa,Durban,Singapore,Singapore,4867,DIRECT,20 days 07 hours,2293.6632794384,0.07645544264794667
South Africa,Durban,Malaysia,Johor,4892,DIRECT,20 days 09 hours,2305.4449893184,0.07684816631061334
South Africa,Durban,Philippines,Manila,6007,DIRECT,25 days 01 hours,2830.9092499664002,0.09436364166554667
South Africa,Durban,Colombia,Cartagena,6959,CAPE OF GOOD HOPE,29 days 00 hours,3279.5567621968003,0.10931855873989334
South Africa,Durban,Finland,Helsinki,8045,CAPE OF GOOD HOPE,33 days 13 hours,3791.3542393840003,0.12637847464613333
South Africa,Durban,Egypt,Alexandria,4712,SUEZ CANAL,19 days 15 hours,2220.6166781824,0.07402055593941333
South Africa,Durban,Portugal,Lisbon,5911,CAPE OF GOOD HOPE,24 days 15 hours,2785.6674840272003,0.09285558280090668
South Africa,Durban,Romania,Constantza,5538,SUEZ CANAL,23 days 02 hours,2609.8843726176,0.08699614575392
South Africa,Durban,New Zealand,Auckland,7171,DIRECT,29 days 21 hours,3379.4656619792004,0.11264885539930668
South Africa,Durban,Greece,Piraeus,5149,SUEZ CANAL,21 days 11 hours,2426.5609668848,0.08088536556282667
South Africa,Durban,Peru,Callao,12470,DIRECT,51 days 23 hours,5876.716888144,0.19589056293813334
South Africa,Durban,Vietnam,Saigon,5477,DIRECT,22 days 20 hours,2581.1370005104,0.08603790001701334
Hong Kong,Hong Kong,Ireland,Dublin,9583,SUEZ CANAL,39 days 22 hours,4516.1650312016,0.15053883437338667
Hong Kong,Hong Kong,Singapore,Singapore,1460,DIRECT,6 days 02 hours,688.051856992,0.022935061899733333
Hong Kong,Hong Kong,Malaysia,Johor,1464,DIRECT,6 days 02 hours,689.9369305728001,0.02299789768576
Hong Kong,Hong Kong,Philippines,Manila,632,DIRECT,2 days 15 hours,297.8416257664,0.009928054192213334
Hong Kong,Hong Kong,Colombia,Cartagena,9511,PANAMA CANAL,39 days 15 hours,4482.2337067472,0.14940779022490666
Hong Kong,Hong Kong,Finland,Helsinki,10849,SUEZ CANAL,45 days 05 hours,5112.7908195248,0.17042636065082667
Hong Kong,Hong Kong,Egypt,Alexandria,6630,SUEZ CANAL,27 days 15 hours,3124.509460176,0.10415031533920001
Hong Kong,Hong Kong,Portugal,Lisbon,8686,SUEZ CANAL,36 days 05 hours,4093.4372807072,0.13644790935690668
Hong Kong,Hong Kong,Romania,Constantza,7456,SUEZ CANAL,31 days 02 hours,3513.7771546112003,0.11712590515370667
Hong Kong,Hong Kong,New Zealand,Auckland,5053,DIRECT,21 days 01 hours,2381.3192009456,0.07937730669818667
Hong Kong,Hong Kong,Greece,Piraeus,7067,SUEZ CANAL,29 days 11 hours,3330.4537488784003,0.11101512496261334
Hong Kong,Hong Kong,Peru,Callao,9929,DIRECT,41 days 09 hours,4679.2238959408005,0.15597412986469336
Hong Kong,Hong Kong,Vietnam,Saigon,927,DIRECT,3 days 21 hours,436.86580235040003,0.014562193411680002
Ireland,Dublin,Singapore,Singapore,8123,SUEZ CANAL,33 days 20 hours,3828.1131742096004,0.12760377247365334
Ireland,Dublin,Malaysia,Johor,8148,SUEZ CANAL,33 days 23 hours,3839.8948840896,0.12799649613632
Ireland,Dublin,Philippines,Manila,9464,SUEZ CANAL,39 days 10 hours,4460.0840921728,0.14866946973909334
Ireland,Dublin,Colombia,Cartagena,4257,DIRECT,17 days 18 hours,2006.1895583664002,0.06687298527888001
Ireland,Dublin,Finland,Helsinki,1570,DIRECT,6 days 13 hours,739.891380464,0.024663046015466667
Ireland,Dublin,Egypt,Alexandria,2994,STRAIT OF GIBRALTAR,12 days 11 hours,1410.9775752288,0.047032585840960005
Ireland,Dublin,Portugal,Lisbon,919,DIRECT,3 days 20 hours,433.09565518880004,0.014436521839626668
Ireland,Dublin,Romania,Constantza,3192,STRAIT OF GIBRALTAR,13 days 07 hours,1504.2887174784,0.05014295724928
Ireland,Dublin,New Zealand,Auckland,11015,PANAMA CANAL,45 days 22 hours,5191.021373128,0.17303404577093334
Ireland,Dublin,Greece,Piraeus,2677,STRAIT OF GIBRALTAR,11 days 04 hours,1261.5854939504,0.04205284979834666
Ireland,Dublin,Peru,Callao,5840,PANAMA CANAL,24 days 08 hours,2752.207427968,0.09174024759893333
Ireland,Dublin,Vietnam,Saigon,8769,SUEZ CANAL,36 days 13 hours,4132.5525575088,0.13775175191696
Singapore,Singapore,Malaysia,Johor,31,DIRECT,03 hours,14.609320251200002,0.00048697734170666674
Singapore,Singapore,Philippines,Manila,1341,DIRECT,5 days 14 hours,631.9709179632,0.02106569726544
Singapore,Singapore,Colombia,Cartagena,10810,PANAMA CANAL,45 days 01 hours,5094.411352112,0.16981371173706666
Singapore,Singapore,Finland,Helsinki,9389,SUEZ CANAL,39 days 03 hours,4424.7389625328005,0.14749129875109335
Singapore,Singapore,Egypt,Alexandria,5170,SUEZ CANAL,21 days 13 hours,2436.457603184,0.08121525343946667
Singapore,Singapore,Portugal,Lisbon,7226,SUEZ CANAL,30 days 03 hours,3405.3854237152,0.11351284745717333
Singapore,Singapore,Romania,Constantza,5996,SUEZ CANAL,25 days 00 hours,2825.7252976192003,0.09419084325397334
Singapore,Singapore,New Zealand,Auckland,5060,DIRECT,21 days 02 hours,2384.618079712,0.07948726932373333
Singapore,Singapore,Greece,Piraeus,5607,SUEZ CANAL,23 days 09 hours,2642.4018918864003,0.08808006306288
Singapore,Singapore,Peru,Callao,10662,DIRECT,44 days 10 hours,5024.663629622401,0.16748878765408
Singapore,Singapore,Vietnam,Saigon,646,DIRECT,2 days 17 hours,304.4393832992,0.010147979443306667
Malaysia,Johor,Philippines,Manila,1341,DIRECT,5 days 14 hours,631.9709179632,0.02106569726544
Malaysia,Johor,Colombia,Cartagena,10814,PANAMA CANAL,45 days 01 hours,5096.2964256928,0.16987654752309334
Malaysia,Johor,Finland,Helsinki,9414,SUEZ CANAL,39 days 05 hours,4436.5206724128,0.14788402241376
Malaysia,Johor,Egypt,Alexandria,5195,SUEZ CANAL,21 days 16 hours,2448.2393130640003,0.08160797710213334
Malaysia,Johor,Portugal,Lisbon,7251,SUEZ CANAL,30 days 05 hours,3417.1671335952,0.11390557111984
Malaysia,Johor,Romania,Constantza,6021,SUEZ CANAL,25 days 02 hours,2837.5070074992,0.09458356691664
Malaysia,Johor,New Zealand,Auckland,5097,DIRECT,21 days 06 hours,2402.0550103344003,0.08006850034448001
Malaysia,Johor,Greece,Piraeus,5632,SUEZ CANAL,23 days 11 hours,2654.1836017664,0.08847278672554666
Malaysia,Johor,Peru,Callao,10675,DIRECT,44 days 12 hours,5030.79011876,0.16769300395866668
Malaysia,Johor,Vietnam,Saigon,650,DIRECT,2 days 17 hours,306.32445688,0.010210815229333333
Philippines,Manila,Colombia,Cartagena,9670,PANAMA CANAL,40 days 07 hours,4557.165381584,0.15190551271946667
Philippines,Manila,Finland,Helsinki,10730,SUEZ CANAL,44 days 17 hours,5056.709880496001,0.16855699601653334
Philippines,Manila,Egypt,Alexandria,6511,SUEZ CANAL,27 days 03 hours,3068.4285211472,0.10228095070490667
Philippines,Manila,Portugal,Lisbon,8567,SUEZ CANAL,35 days 17 hours,4037.3563416784,0.13457854472261332
Philippines,Manila,Romania,Constantza,7337,SUEZ CANAL,30 days 14 hours,3457.6962155824003,0.11525654051941335
Philippines,Manila,New Zealand,Auckland,4542,DIRECT,18 days 22 hours,2140.5010509984,0.07135003503328
Philippines,Manila,Greece,Piraeus,6948,SUEZ CANAL,28 days 23 hours,3274.3728098496003,0.10914576032832002
Philippines,Manila,Peru,Callao,9849,DIRECT,41 days 01 hours,4641.5224243248,0.15471741414416001
Philippines,Manila,Vietnam,Saigon,907,DIRECT,3 days 19 hours,427.44043444640005,0.014248014481546669
Colombia,Cartagena,Finland,Helsinki,5507,DIRECT,22 days 23 hours,2595.2750523664,0.08650916841221333
Colombia,Cartagena,Egypt,Alexandria,5897,STRAIT OF GIBRALTAR,24 days 14 hours,2779.0697264944,0.09263565754981334
Colombia,Cartagena,Portugal,Lisbon,3933,DIRECT,16 days 09 hours,1853.4985983216002,0.06178328661072001
Colombia,Cartagena,Romania,Constantza,6095,STRAIT OF GIBRALTAR,25 days 10 hours,2872.380868744,0.09574602895813333
Colombia,Cartagena,New Zealand,Auckland,6830,PANAMA CANAL,28 days 11 hours,3218.763139216,0.10729210464053333
Colombia,Cartagena,Greece,Piraeus,5580,STRAIT OF GIBRALTAR,23 days 06 hours,2629.677645216,0.0876559215072
Colombia,Cartagena,Peru,Callao,1655,PANAMA CANAL,6 days 22 hours,779.949194056,0.025998306468533332
Colombia,Cartagena,Vietnam,Saigon,10137,PANAMA CANAL,42 days 06 hours,4777.247722142401,0.15924159073808003
Finland,Helsinki,Egypt,Alexandria,4260,STRAIT OF GIBRALTAR,17 days 18 hours,2007.603363552,0.0669201121184
Finland,Helsinki,Portugal,Lisbon,2187,DIRECT,9 days 03 hours,1030.6639803024,0.03435546601008
Finland,Helsinki,Romania,Constantza,4458,STRAIT OF GIBRALTAR,18 days 14 hours,2100.9145058016,0.07003048352672
Finland,Helsinki,New Zealand,Auckland,12248,PANAMA CANAL,51 days 01 hours,5772.0953044096,0.19240317681365335
Finland,Helsinki,Greece,Piraeus,3943,STRAIT OF GIBRALTAR,16 days 10 hours,1858.2112822736,0.06194037607578667
Finland,Helsinki,Peru,Callao,7073,PANAMA CANAL,29 days 11 hours,3333.2813592496,0.11110937864165334
Finland,Helsinki,Vietnam,Saigon,10035,SUEZ CANAL,41 days 20 hours,4729.178345832001,0.15763927819440002
Egypt,Alexandria,Portugal,Lisbon,2097,STRAIT OF GIBRALTAR,8 days 18 hours,988.2498247344,0.03294166082448
Egypt,Alexandria,Romania,Constantza,918,DIRECT,3 days 20 hours,432.6243867936,0.014420812893120001
Egypt,Alexandria,New Zealand,Auckland,9514,SUEZ CANAL,39 days 15 hours,4483.647511932801,0.14945491706442668
Egypt,Alexandria,Greece,Piraeus,512,DIRECT,2 days 03 hours,241.2894183424,0.008042980611413333
Egypt,Alexandria,Peru,Callao,7502,PANAMA CANAL,31 days 06 hours,3535.4555007904,0.11784851669301333
Egypt,Alexandria,Vietnam,Saigon,5816,SUEZ CANAL,24 days 06 hours,2740.8969864832,0.09136323288277334
Portugal,Lisbon,Romania,Constantza,2295,STRAIT OF GIBRALTAR,9 days 14 hours,1081.560966984,0.0360520322328
Portugal,Lisbon,New Zealand,Auckland,10709,PANAMA CANAL,44 days 15 hours,5046.8132441968,0.16822710813989333
Portugal,Lisbon,Greece,Piraeus,1780,STRAIT OF GIBRALTAR,7 days 10 hours,838.8577434560001,0.02796192478186667
Portugal,Lisbon,Peru,Callao,5534,PANAMA CANAL,23 days 01 hours,2607.9992990368,0.08693330996789334
Portugal,Lisbon,Vietnam,Saigon,7872,SUEZ CANAL,32 days 19 hours,3709.8248070144,0.12366082690048
Romania,Constantza,New Zealand,Auckland,10340,SUEZ CANAL,43 days 02 hours,4872.915206368,0.16243050687893335
Romania,Constantza,Greece,Piraeus,548,DIRECT,2 days 07 hours,258.2550805696,0.008608502685653333
Romania,Constantza,Peru,Callao,7700,PANAMA CANAL,32 days 02 hours,3628.76664304,0.12095888810133333
Romania,Constantza,Vietnam,Saigon,6642,SUEZ CANAL,27 days 16 hours,3130.1646809184003,0.10433882269728001
New Zealand,Auckland,Greece,Piraeus,9951,SUEZ CANAL,41 days 11 hours,4689.5918006352,0.15631972668784
New Zealand,Auckland,Peru,Callao,5828,DIRECT,24 days 07 hours,2746.5522072256003,0.09155174024085334
New Zealand,Auckland,Vietnam,Saigon,5398,DIRECT,22 days 12 hours,2543.9067972896,0.08479689324298667
Greece,Piraeus,Peru,Callao,7185,PANAMA CANAL,29 days 23 hours,3386.063419512,0.1128687806504
Greece,Piraeus,Vietnam,Saigon,6253,SUEZ CANAL,26 days 01 hours,2946.8412751856004,0.09822804250618668
Peru,Callao,Vietnam,Saigon,10650,DIRECT,44 days 09 hours,5019.00840888,0.16730028029600003
China,Shanghai,China,Yantai,515,DIRECT,2 days 04 hours,242.70322352800002,0.008090107450933335
China,Shanghai,China,Qingdao,399,DIRECT,1 day 16 hours,188.0360896848,0.00626786965616
China,Shanghai,Korea (South),Busan,492,DIRECT,2 days 01 hours,231.8640504384,0.00772880168128
China,Shanghai,China,Tianjin,696,DIRECT,2 days 22 hours,328.0028030592,0.01093342676864
China,Shanghai,China,Guangzhou,928,DIRECT,3 days 21 hours,437.33707074560004,0.014577902358186668
China,Shanghai,United States,Los Angeles,5708,DIRECT,23 days 19 hours,2689.9999998016,0.08966666666005334
China,Shanghai,Hong Kong,Hong Kong,845,DIRECT,3 days 13 hours,398.221793944,0.013274059798133333
China,Shanghai,Malaysia,Malacca,2359,DIRECT,9 days 20 hours,1111.7221442768,0.03705740480922667
China,Shanghai,China,Xiamen,585,DIRECT,2 days 11 hours,275.692011192,0.0091897337064
China,Shanghai,Taiwan,Kaohsiung,600,DIRECT,2 days 12 hours,282.76103712,0.009425367904
China,Shanghai,Morocco,Tangier,9192,SUEZ CANAL,38 days 07 hours,4331.8990886784,0.14439663628928
China,Shanghai,United States,New York,10582,PANAMA CANAL,44 days 02 hours,4986.9621580064,0.1662320719335467
China,Shanghai,Sri Lanka,Colombo,3804,DIRECT,15 days 20 hours,1792.7049753408,0.05975683251136
China,Shanghai,India,Kandla,5038,DIRECT,21 days 00 hours,2374.2501750176,0.07914167250058668
China,Shanghai,India,Bombay,4672,DIRECT,19 days 11 hours,2201.7659423744003,0.07339219807914668
China,Shanghai,United States,Savannah,10173,PANAMA CANAL,42 days 09 hours,4794.2133843696,0.15980711281232002
China,Shanghai,Vietnam,Haiphong,1454,DIRECT,6 days 01 hours,685.2242466208,0.022840808220693336
China,Shanghai,Vietnam,Danang,1307,DIRECT,5 days 11 hours,615.9477925264,0.020531593084213335
China,Shanghai,Panama,Colon,8610,PANAMA CANAL,35 days 21 hours,4057.6208826720003,0.1352540294224
China,Shanghai,Spain,Valencia,8920,SUEZ CANAL,37 days 04 hours,4203.714085184,0.14012380283946668
China,Shanghai,China,Yingkou,701,DIRECT,2 days 22 hours,330.3591450352,0.011011971501173334
China,Shanghai,Germany,Bremerhaven,10730,SUEZ CANAL,44 days 17 hours,5056.709880496001,0.16855699601653334
China,Shanghai,Oman,Muscat,5379,DIRECT,22 days 10 hours,2534.9526977808,0.08449842325936
China,Shanghai,China,Dalian,551,DIRECT,2 days 07 hours,259.6688857552,0.008655629525173333
China,Shanghai,Japan,Tokyo,1048,DIRECT,4 days 09 hours,493.8892781696,0.016462975938986667
China,Shanghai,United Arab Emirates,Port Rashid,5667,DIRECT,23 days 15 hours,2670.6779955984002,0.08902259985328001
China,Shanghai,Egypt,Port Said,7251,DIRECT,30 days 05 hours,3417.1671335952,0.11390557111984
China,Shanghai,United States,Houston,10138,PANAMA CANAL,42 days 06 hours,4777.7189905376,0.15925729968458666
China,Shanghai,Indonesia,Tanjung Perak,2661,DIRECT,11 days 02 hours,1254.0451996272,0.04180150665424
Singapore,Singapore,China,Yantai,2583,DIRECT,10 days 18 hours,1217.2862648016,0.04057620882672
Singapore,Singapore,China,Qingdao,2463,DIRECT,10 days 06 hours,1160.7340573776,0.03869113524592
Singapore,Singapore,Korea (South),Busan,2503,DIRECT,10 days 10 hours,1179.5847931856001,0.03931949310618667
Singapore,Singapore,China,Tianjin,2764,DIRECT,11 days 12 hours,1302.5858443328,0.043419528144426664
Singapore,Singapore,China,Guangzhou,1543,DIRECT,6 days 10 hours,727.1671337936,0.024238904459786666
Singapore,Singapore,United States,Los Angeles,7669,DIRECT,31 days 23 hours,3614.1573227888002,0.12047191075962667
Singapore,Singapore,United Arab Emirates,Dubai,3430,DIRECT,14 days 07 hours,1616.450595536,0.05388168651786667
Singapore,Singapore,Hong Kong,Hong Kong,1460,DIRECT,6 days 02 hours,688.051856992,0.022935061899733333
Singapore,Singapore,Malaysia,Malacca,122,DIRECT,12 hours,57.4947442144,0.0019164914738133334
Singapore,Singapore,Netherlands,Rotterdam,8288,SUEZ CANAL,34 days 13 hours,3905.8724594176,0.13019574864725333
Singapore,Singapore,China,Xiamen,1653,DIRECT,6 days 21 hours,779.0066572656,0.02596688857552
Singapore,Singapore,Belgium,Antwerp,8293,SUEZ CANAL,34 days 13 hours,3908.2288013936004,0.1302742933797867
Singapore,Singapore,Taiwan,Kaohsiung,1621,DIRECT,6 days 18 hours,763.9260686192,0.025464202287306666
